,matches,picks,position,bans,teams,kills,deaths,assists,gold,ten_min_gold,ten_min_lane_opponent_gold,challenges,win
1053,NA1_4245470848,Tristana,BOTTOM,Katarina,blue,6,3,4,9221,3137,3142,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 3.333333333333333, 'laningPhaseGoldExpAdvantage': -0.006094694137573, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.276816342368083, 'visionScoreAdvantageLaneOpponent': 0.965794205665588}",True
1054,NA1_4245470848,Yuumi,UTILITY,Draven,blue,1,1,11,6146,2094,2085,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 12, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.16060030347079401, 'visionScoreAdvantageLaneOpponent': 0.8279224038124081}",True
1055,NA1_4245470848,Yasuo,TOP,Blitzcrank,red,1,4,1,6645,2949,3573,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.163369357585906, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.153958789542558, 'visionScoreAdvantageLaneOpponent': 0.533638000488281}",False
1056,NA1_4245470848,Skarner,JUNGLE,Morgana,red,3,6,6,6995,3332,3739,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.141237318515777, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.27503821576563703, 'visionScoreAdvantageLaneOpponent': 1.816264152526855}",False
1057,NA1_4245470848,Fizz,MIDDLE,Zeri,red,5,4,1,7672,4172,3255,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.26547877241483003, 'visionScoreAdvantageLaneOpponent': 0.47750633955001803}",False
1058,NA1_4245470848,Kaisa,BOTTOM,Jinx,red,1,3,4,6901,3142,3137,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.211723369025717, 'visionScoreAdvantageLaneOpponent': 1.035417318344116}",False
1059,NA1_4245470848,Thresh,UTILITY,Qiyana,red,1,4,4,5020,2085,2094,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.25, 'laningPhaseGoldExpAdvantage': -0.018187284469604003, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.093800853251256, 'visionScoreAdvantageLaneOpponent': 1.207842707633972}",False
1060,NA1_4245405705,Graves,TOP,Yuumi,blue,5,7,1,10490,3125,3377,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.8571428571428571, 'laningPhaseGoldExpAdvantage': -0.011380672454833, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.21787126515847402, 'visionScoreAdvantageLaneOpponent': 0.735262334346771}",False
1061,NA1_4245405705,Trundle,JUNGLE,Tryndamere,blue,3,5,9,9794,3159,3048,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.4, 'laningPhaseGoldExpAdvantage': -0.002157330513, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.15159817267549403, 'visionScoreAdvantageLaneOpponent': 1.277837872505188}",False
1062,NA1_4245405705,Anivia,MIDDLE,Zed,blue,8,6,4,13501,4014,3341,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.36566228702374803, 'visionScoreAdvantageLaneOpponent': 1.498306274414062}",False
1063,NA1_4245405705,Jhin,BOTTOM,,blue,5,4,7,10564,3220,2918,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.18945875825972802, 'visionScoreAdvantageLaneOpponent': '0'}",False
1064,NA1_4245405705,Soraka,UTILITY,Zeri,blue,3,6,11,8081,2882,2164,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 2.333333333333333, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.07540951688255401, 'visionScoreAdvantageLaneOpponent': '0'}",False
1065,NA1_4245405705,Aatrox,TOP,Vayne,red,4,4,4,10512,3377,3125,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.17848547845680302, 'visionScoreAdvantageLaneOpponent': 1.360058784484863}",True
1066,NA1_4245405705,Skarner,JUNGLE,Qiyana,red,6,4,11,12149,3048,3159,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 4.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.148212461140698, 'visionScoreAdvantageLaneOpponent': 0.7825718522071831}",True
1067,NA1_4245405705,Tristana,MIDDLE,Morgana,red,11,5,5,15666,3341,4014,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 3.2, 'laningPhaseGoldExpAdvantage': -0.12947875261306702, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.38234849638321305, 'visionScoreAdvantageLaneOpponent': 0.6674202680587761}",True
1068,NA1_4245405705,Kaisa,BOTTOM,Irelia,red,5,6,4,12008,2918,3220,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.207583448359164, 'visionScoreAdvantageLaneOpponent': '0'}",True
1069,NA1_4245405705,Nautilus,UTILITY,Draven,red,2,5,5,7280,2164,2882,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.4, 'laningPhaseGoldExpAdvantage': -0.390351176261901, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.08337011566011901, 'visionScoreAdvantageLaneOpponent': 2.606823444366455}",True
1070,NA1_4245359378,Graves,TOP,Hecarim,blue,8,3,13,16714,3581,3155,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 7, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 4, 'teamDamagePercentage': 0.25600326748879504, 'visionScoreAdvantageLaneOpponent': 2.355564832687378}",True
1071,NA1_4245359378,Viego,JUNGLE,Draven,blue,6,6,9,12259,3680,3366,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 2.5, 'laningPhaseGoldExpAdvantage': -0.11181241273880001, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.180474679417395, 'visionScoreAdvantageLaneOpponent': 0.9456316232681271}",True
1072,NA1_4245359378,Anivia,MIDDLE,Tryndamere,blue,5,5,9,11859,2964,3876,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.8, 'laningPhaseGoldExpAdvantage': -0.39212954044342, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.151961960650693, 'visionScoreAdvantageLaneOpponent': 2.086028099060058}",True
1073,NA1_4245359378,Tristana,BOTTOM,Kayn,blue,12,3,10,17272,3933,3729,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 7.333333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.344730280450022, 'visionScoreAdvantageLaneOpponent': 1.5450361967086792}",True
1074,NA1_4245359378,Renata,UTILITY,Qiyana,blue,1,2,20,8878,2473,2316,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 10.5, 'laningPhaseGoldExpAdvantage': -0.084986209869384, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.066829811993092, 'visionScoreAdvantageLaneOpponent': 0.9827690124511711}",True
1075,NA1_4245359378,Darius,TOP,Aatrox,red,2,10,1,11620,3155,3581,"{'deathsByEnemyChamps': 10, 'hadAfkTeammate': 0, 'kda': 0.30000000000000004, 'laningPhaseGoldExpAdvantage': -0.21685099601745603, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.14880855112848201, 'visionScoreAdvantageLaneOpponent': 0.424526661634445}",False
1076,NA1_4245359378,Diana,JUNGLE,Riven,red,4,6,7,11512,3366,3680,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.833333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.23144880743760002, 'visionScoreAdvantageLaneOpponent': 1.057494282722473}",False
1077,NA1_4245359378,Yasuo,MIDDLE,Hecarim,red,8,7,4,14253,3876,2964,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1.714285714285714, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.253537870526357, 'visionScoreAdvantageLaneOpponent': 0.47937989234924305}",False
1078,NA1_4245359378,Ashe,BOTTOM,Zeri,red,3,4,5,12745,3729,3933,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': -0.07686376571655201, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.277805658094019, 'visionScoreAdvantageLaneOpponent': 0.6472340226173401}",False
1079,NA1_4245359378,Leona,UTILITY,Bard,red,2,5,9,8282,2316,2473,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.088399112813539, 'visionScoreAdvantageLaneOpponent': 1.017533063888549}",False
1080,NA1_4245332734,Darius,TOP,Morgana,blue,5,1,0,8232,3291,2991,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.226359905179796, 'visionScoreAdvantageLaneOpponent': 1.364632129669189}",True
1081,NA1_4245332734,Nocturne,JUNGLE,Ekko,blue,5,1,6,9029,3514,2733,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 11, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.140292970786909, 'visionScoreAdvantageLaneOpponent': 3.819978713989258}",True
1082,NA1_4245332734,Vex,MIDDLE,Viego,blue,9,1,2,9308,4094,2867,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 11, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.27580186207739205, 'visionScoreAdvantageLaneOpponent': 5.236975193023682}",True
1083,NA1_4245332734,Tristana,BOTTOM,Draven,blue,4,2,7,7654,3645,3567,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 5.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.26808616464262003, 'visionScoreAdvantageLaneOpponent': 1.698815822601318}",True
1084,NA1_4245332734,Nautilus,UTILITY,Vayne,blue,2,2,10,6053,2876,2211,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 6, 'laningPhaseGoldExpAdvantage': -0.15453565120697002, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.08945909731328, 'visionScoreAdvantageLaneOpponent': 5.361206531524658}",True
1085,NA1_4245332734,TahmKench,TOP,Fiora,red,5,3,0,8227,2991,3291,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.666666666666666, 'laningPhaseGoldExpAdvantage': -0.059238851070404004, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.346646094692141, 'visionScoreAdvantageLaneOpponent': 0.732798218727111}",False
1086,NA1_4245332734,XinZhao,JUNGLE,Zilean,red,0,6,0,4399,2733,3514,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0, 'laningPhaseGoldExpAdvantage': -0.367392241954803, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.126236340405622, 'visionScoreAdvantageLaneOpponent': 1.172237753868103}",False
1087,NA1_4245332734,Garen,MIDDLE,Blitzcrank,red,0,3,1,5243,2867,4094,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 0.33333333333333304, 'laningPhaseGoldExpAdvantage': -0.238263070583343, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.133784564033503, 'visionScoreAdvantageLaneOpponent': 1.404467821121215}",False
1088,NA1_4245332734,Ezreal,BOTTOM,Akali,red,1,6,2,6137,3567,3645,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.09889858961105301, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.30851973282687, 'visionScoreAdvantageLaneOpponent': 0.777856290340423}",False
1089,NA1_4245332734,Leona,UTILITY,Zeri,red,0,7,4,4089,2211,2876,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.5714285714285711, 'laningPhaseGoldExpAdvantage': -0.37483513355255105, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.08481326804186101, 'visionScoreAdvantageLaneOpponent': 2.680749416351318}",False
1090,NA1_4244637216,Graves,TOP,Camille,blue,3,3,6,14157,3833,3484,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 3, 'laningPhaseGoldExpAdvantage': -0.069330692291259, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.21386825054188502, 'visionScoreAdvantageLaneOpponent': 0.7229616641998291}",True
1091,NA1_4244637216,Rengar,JUNGLE,Vladimir,blue,6,5,8,13702,3480,4776,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.8, 'laningPhaseGoldExpAdvantage': -0.22047168016433702, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.16607783177426103, 'visionScoreAdvantageLaneOpponent': 1.072251319885254}",True
1092,NA1_4244637216,Vex,MIDDLE,Renata,blue,10,4,13,12406,4078,3514,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 5.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.348330570277257, 'visionScoreAdvantageLaneOpponent': 1.205817461013794}",True
1093,NA1_4244637216,Jinx,BOTTOM,Zeri,blue,5,6,4,10503,2548,4942,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.586628496646881, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.15023508056151, 'visionScoreAdvantageLaneOpponent': 2.672570943832397}",True
1094,NA1_4244637216,Blitzcrank,UTILITY,Zac,blue,2,9,12,8429,2107,2501,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 1.555555555555555, 'laningPhaseGoldExpAdvantage': -0.174511730670928, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.12148826684508501, 'visionScoreAdvantageLaneOpponent': 1.345340371131897}",True
1095,NA1_4244637216,Pantheon,TOP,Zeri,red,5,5,3,10705,3484,3833,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 1, 'kda': 1.6, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.22260704963885702, 'visionScoreAdvantageLaneOpponent': 1.383199214935302}",False
1096,NA1_4244637216,Nocturne,JUNGLE,Senna,red,9,6,8,12792,4776,3480,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 1, 'kda': 2.833333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.235973979851883, 'visionScoreAdvantageLaneOpponent': 0.9326171875}",False
1097,NA1_4244637216,Kaisa,MIDDLE,Draven,red,2,6,7,9213,3514,4078,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 1, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.24199295043945301, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.23110449226113303, 'visionScoreAdvantageLaneOpponent': 0.8293129801750181}",False
1098,NA1_4244637216,Tristana,BOTTOM,Tryndamere,red,11,2,5,11439,4942,2548,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 1, 'kda': 8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.202813418831417, 'visionScoreAdvantageLaneOpponent': 0.374171555042266}",False
1099,NA1_4244637216,Nautilus,UTILITY,Irelia,red,0,7,15,6358,2501,2107,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 1, 'kda': 2.1428571428571432, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.10750105941670801, 'visionScoreAdvantageLaneOpponent': 0.7433063387870781}",False
1100,NA1_4244606022,Singed,TOP,Kassadin,blue,6,4,3,13408,4281,3881,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.51632312435562, 'visionScoreAdvantageLaneOpponent': 2.020850419998169}",False
1101,NA1_4244606022,Nocturne,JUNGLE,Draven,blue,1,7,3,7395,3505,3252,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.5714285714285711, 'laningPhaseGoldExpAdvantage': -0.058444917201995, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.155273977046807, 'visionScoreAdvantageLaneOpponent': 0.24245871603488903}",False
1102,NA1_4244606022,Katarina,MIDDLE,Zilean,blue,4,9,2,9161,4139,3555,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.6666666666666661, 'laningPhaseGoldExpAdvantage': -0.035793244838714, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.14119866553711302, 'visionScoreAdvantageLaneOpponent': 0.339043319225311}",False
1103,NA1_4244606022,Tristana,BOTTOM,Tryndamere,blue,1,6,2,6427,3139,4044,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.29434949159622104, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.15475276836065102, 'visionScoreAdvantageLaneOpponent': 0.953329265117645}",False
1104,NA1_4244606022,Lulu,UTILITY,Soraka,blue,1,9,3,5561,1968,2618,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.44444444444444403, 'laningPhaseGoldExpAdvantage': -0.437047183513641, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.032451464699806004, 'visionScoreAdvantageLaneOpponent': 0.735614717006683}",False
1105,NA1_4244606022,Ornn,TOP,Irelia,red,3,4,10,9733,3881,4281,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.25, 'laningPhaseGoldExpAdvantage': -0.35126298666000305, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.11120435928828201, 'visionScoreAdvantageLaneOpponent': 0.49484115839004505}",True
1106,NA1_4244606022,MasterYi,JUNGLE,Caitlyn,red,7,3,4,11323,3252,3505,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 3.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 4, 'teamDamagePercentage': 0.12591756170289, 'visionScoreAdvantageLaneOpponent': 4.12441349029541}",True
1107,NA1_4244606022,Annie,MIDDLE,,red,15,3,6,11462,3555,4139,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 7, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.35081282455572604, 'visionScoreAdvantageLaneOpponent': 2.949475765228271}",True
1108,NA1_4244606022,Zeri,BOTTOM,Qiyana,red,6,1,8,11221,4044,3139,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 14, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.29968065889057705, 'visionScoreAdvantageLaneOpponent': 1.048955559730529}",True
1109,NA1_4244606022,Karma,UTILITY,Nunu,red,4,2,16,9214,2618,1968,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 10, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.112384595562523, 'visionScoreAdvantageLaneOpponent': 1.359407305717468}",True
1110,NA1_4244652770,Darius,TOP,Vayne,blue,11,0,2,11239,4044,3235,"{'deathsByEnemyChamps': 0, 'hadAfkTeammate': 0, 'kda': 13, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.25799130311718305, 'visionScoreAdvantageLaneOpponent': 1.855241656303405}",True
1111,NA1_4244652770,MasterYi,JUNGLE,Ahri,blue,10,1,8,9107,4781,3125,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 18, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.240557392088719, 'visionScoreAdvantageLaneOpponent': 1.394980669021606}",True
1112,NA1_4244652770,Akali,MIDDLE,,blue,6,2,3,8310,3899,3172,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 4.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.17072518107535, 'visionScoreAdvantageLaneOpponent': 1.010312557220459}",True
1113,NA1_4244652770,Ezreal,BOTTOM,Draven,blue,8,1,5,8828,4328,4329,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 13, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.26078492340756504, 'visionScoreAdvantageLaneOpponent': 0.994472622871398}",True
1114,NA1_4244652770,Zilean,UTILITY,Shaco,blue,0,4,13,5824,2823,2383,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.25, 'laningPhaseGoldExpAdvantage': -0.014825999736785, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.069941200311181, 'visionScoreAdvantageLaneOpponent': 4.280743598937988}",True
1115,NA1_4244652770,Kayle,TOP,RekSai,red,1,7,1,5562,3235,4044,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.28571428571428503, 'laningPhaseGoldExpAdvantage': -0.454421579837799, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.221134926189221, 'visionScoreAdvantageLaneOpponent': 0.5390133261680601}",False
1116,NA1_4244652770,Talon,JUNGLE,Kaisa,red,0,7,4,5238,3125,4781,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.5714285714285711, 'laningPhaseGoldExpAdvantage': -0.45334130525588906, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.19774646042937402, 'visionScoreAdvantageLaneOpponent': 0.9699963331222531}",False
1117,NA1_4244652770,Zeri,MIDDLE,TahmKench,red,1,9,1,5349,3172,3899,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.22222222222222202, 'laningPhaseGoldExpAdvantage': -0.46158093214035, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.22708200721617203, 'visionScoreAdvantageLaneOpponent': 0.47643896937370306}",False
1118,NA1_4244652770,Samira,BOTTOM,Yuumi,red,4,6,2,6605,4329,4328,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': -0.32216733694076505, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.239791525309265, 'visionScoreAdvantageLaneOpponent': 0.6188033819198601}",False
1119,NA1_4244652770,Nautilus,UTILITY,Riven,red,2,6,4,4862,2383,2823,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': -0.610689282417297, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.114245080855965, 'visionScoreAdvantageLaneOpponent': 0.783090829849243}",False
1120,NA1_4244649736,Gangplank,TOP,Senna,blue,2,6,1,5456,3311,3939,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.113248586654663, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.356417659811647, 'visionScoreAdvantageLaneOpponent': 1.539978265762329}",False
1121,NA1_4244649736,Kayn,JUNGLE,Irelia,blue,3,5,1,6018,3805,3722,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 0.8, 'laningPhaseGoldExpAdvantage': -0.10186922550201401, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.12599136627450802, 'visionScoreAdvantageLaneOpponent': 1.6166443824768062}",False
1122,NA1_4244649736,Sylas,MIDDLE,Hecarim,blue,2,3,2,4282,3104,3024,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.333333333333333, 'laningPhaseGoldExpAdvantage': -0.304070949554443, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.230044150228938, 'visionScoreAdvantageLaneOpponent': 0.514297604560852}",False
1123,NA1_4244649736,Ezreal,BOTTOM,Zeri,blue,0,7,2,4231,3010,4298,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.28571428571428503, 'laningPhaseGoldExpAdvantage': -0.30302065610885603, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.180083821953814, 'visionScoreAdvantageLaneOpponent': 0.739695847034454}",False
1124,NA1_4244649736,Braum,UTILITY,Zed,blue,2,3,2,3918,2511,3865,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.333333333333333, 'laningPhaseGoldExpAdvantage': -0.376245200634002, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.10746300173109001, 'visionScoreAdvantageLaneOpponent': 1.991915106773376}",False
1125,NA1_4244649736,Fiora,TOP,Leona,red,5,3,3,6769,3939,3311,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 2.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.23445884502400202, 'visionScoreAdvantageLaneOpponent': 0.6493598222732541}",True
